* chtb_0001 xinhua/00/chtb_0001 XIN.19960210.0178
* chtb_0002 xinhua/00/chtb_0002 XIN.19960211.0308
* chtb_0003 xinhua/00/chtb_0003 XIN.19960212.0364
* chtb_0004 xinhua/00/chtb_0004 XIN.19960213.0455
* chtb_0005 xinhua/00/chtb_0005 XIN.19960202.0057
* chtb_0006 xinhua/00/chtb_0006 XIN.19960213.0457
* chtb_0007 xinhua/00/chtb_0007 XIN.19960213.0490
* chtb_0008 xinhua/00/chtb_0008 XIN.19960214.0546
* chtb_0009 xinhua/00/chtb_0009 XIN.19960215.0596
* chtb_0010 xinhua/00/chtb_0010 XIN.19960216.0842
* chtb_0011 xinhua/00/chtb_0011 XIN.19960220.0116
* chtb_0012 xinhua/00/chtb_0012 XIN.19960223.0259
* chtb_0013 xinhua/00/chtb_0013 XIN.19960224.0282
* chtb_0014 xinhua/00/chtb_0014 XIN.19960227.0504
* chtb_0015 xinhua/00/chtb_0015 XIN.19960228.0729
* chtb_0016 xinhua/00/chtb_0016 XIN.19960229.0116
* chtb_0017 xinhua/00/chtb_0017 XIN.19960229.0119
* chtb_0018 xinhua/00/chtb_0018 XIN.19960203.0220
* chtb_0019 xinhua/00/chtb_0019 XIN.19960206.0445
* chtb_0020 xinhua/00/chtb_0020 XIN.19960207.0453
* chtb_0021 xinhua/00/chtb_0021 XIN.19960308.0989
* chtb_0022 xinhua/00/chtb_0022 XIN.19960310.0068
* chtb_0023 xinhua/00/chtb_0023 XIN.19960310.0172
* chtb_0024 xinhua/00/chtb_0024 XIN.19960302.0205
* chtb_0025 xinhua/00/chtb_0025 XIN.19960313.0494
* chtb_0026 xinhua/00/chtb_0026 XIN.19960315.0636
* chtb_0027 xinhua/00/chtb_0027 XIN.19960317.0812
* chtb_0028 xinhua/00/chtb_0028 XIN.19960319.0953
* chtb_0029 xinhua/00/chtb_0029 XIN.19960319.0077
* chtb_0030 xinhua/00/chtb_0030 XIN.19960323.0322
* chtb_0031 xinhua/00/chtb_0031 XIN.19960329.0865
* chtb_0032 xinhua/00/chtb_0032 XIN.19960303.0336
* chtb_0033 xinhua/00/chtb_0033 XIN.19960304.0416
* chtb_0034 xinhua/00/chtb_0034 XIN.19960304.0452
* chtb_0035 xinhua/00/chtb_0035 XIN.19960406.1294
* chtb_0036 xinhua/00/chtb_0036 XIN.19960413.0224
* chtb_0037 xinhua/00/chtb_0037 XIN.19960415.0527
* chtb_0038 xinhua/00/chtb_0038 XIN.19960418.0869
* chtb_0039 xinhua/00/chtb_0039 XIN.19960421.0210
* chtb_0040 xinhua/00/chtb_0040 XIN.19960405.1267
! chtb_0041 xinhua/00/chtb_0041 XIN.19971204.0043
! chtb_0042 xinhua/00/chtb_0042 XIN.19971207.0056
! chtb_0043 xinhua/00/chtb_0043 XIN.19971209.0055
! chtb_0044 xinhua/00/chtb_0044 XIN.19971201.0076
! chtb_0045 xinhua/00/chtb_0045 XIN.19971211.0067
! chtb_0046 xinhua/00/chtb_0046 XIN.19971214.0050
! chtb_0047 xinhua/00/chtb_0047 XIN.19971215.0104
! chtb_0048 xinhua/00/chtb_0048 XIN.19971215.0105
! chtb_0049 xinhua/00/chtb_0049 XIN.19971216.0045
! chtb_0050 xinhua/00/chtb_0050 XIN.19971216.0055
! chtb_0051 xinhua/00/chtb_0051 XIN.19971216.0047
! chtb_0052 xinhua/00/chtb_0052 XIN.19971217.0010
! chtb_0053 xinhua/00/chtb_0053 XIN.19971217.0013
! chtb_0054 xinhua/00/chtb_0054 XIN.19971217.0074
! chtb_0055 xinhua/00/chtb_0055 XIN.19971217.0078
! chtb_0056 xinhua/00/chtb_0056 XIN.19971217.0057
! chtb_0057 xinhua/00/chtb_0057 XIN.19971218.0040
! chtb_0058 xinhua/00/chtb_0058 XIN.19971218.0048
! chtb_0059 xinhua/00/chtb_0059 XIN.19971220.0037
! chtb_0060 xinhua/00/chtb_0060 XIN.19971220.0054
! chtb_0061 xinhua/00/chtb_0061 XIN.19971220.0062
! chtb_0062 xinhua/00/chtb_0062 XIN.19971221.0032
! chtb_0063 xinhua/00/chtb_0063 XIN.19971202.0062
! chtb_0064 xinhua/00/chtb_0064 XIN.19971221.0035
! chtb_0065 xinhua/00/chtb_0065 XIN.19971221.0069
! chtb_0066 xinhua/00/chtb_0066 XIN.19971221.0070
! chtb_0067 xinhua/00/chtb_0067 XIN.19971222.0012
! chtb_0068 xinhua/00/chtb_0068 XIN.19971222.0040
! chtb_0069 xinhua/00/chtb_0069 XIN.19971222.0044
! chtb_0070 xinhua/00/chtb_0070 XIN.19971222.0057
! chtb_0071 xinhua/00/chtb_0071 XIN.19971222.0072
! chtb_0072 xinhua/00/chtb_0072 XIN.19971222.0078
! chtb_0073 xinhua/00/chtb_0073 XIN.19971222.0082
! chtb_0074 xinhua/00/chtb_0074 XIN.19971202.0084
! chtb_0075 xinhua/00/chtb_0075 XIN.19971225.0027
! chtb_0076 xinhua/00/chtb_0076 XIN.19971225.0035
! chtb_0077 xinhua/00/chtb_0077 XIN.19971225.0039
! chtb_0078 xinhua/00/chtb_0078 XIN.19971225.0090
! chtb_0079 xinhua/00/chtb_0079 XIN.19971226.0047
! chtb_0080 xinhua/00/chtb_0080 XIN.19971226.0067
chtb_0081 xinhua/00/chtb_0081 XIN.19971226.0076
chtb_2837 vom/00/vom_0017 VOM20001005.1800.3322
chtb_2838 vom/00/vom_0018 VOM20001006.1800.0115
chtb_2839 vom/00/vom_0019 VOM20001006.1800.0278
chtb_2840 vom/00/vom_0020 VOM20001006.1800.0330
chtb_2841 vom/00/vom_0021 VOM20001006.1800.0436
chtb_2842 vom/00/vom_0022 VOM20001006.1800.1851
chtb_2843 vom/00/vom_0023 VOM20001006.1800.2054
chtb_2844 vom/00/vom_0024 VOM20001006.1800.2111
chtb_2845 vom/00/vom_0025 VOM20001008.1800.0011
chtb_2846 vom/00/vom_0026 VOM20001008.1800.0109
chtb_2847 vom/00/vom_0027 VOM20001008.1800.0554
chtb_2848 vom/00/vom_0028 VOM20001008.1800.1841
chtb_2849 vom/00/vom_0029 VOM20001008.1800.1906
chtb_2850 vom/00/vom_0030 VOM20001008.1800.2009
chtb_2851 vom/00/vom_0031 VOM20001008.1800.2049
chtb_2852 vom/00/vom_0032 VOM20001008.1800.3132
chtb_2853 vom/00/vom_0033 VOM20001010.1800.0113
chtb_2854 vom/00/vom_0034 VOM20001010.1800.0358
chtb_2855 vom/00/vom_0035 VOM20001010.1800.0425
chtb_2856 vom/00/vom_0036 VOM20001010.1800.1087
chtb_2857 vom/00/vom_0037 VOM20001010.1800.1318
chtb_2858 vom/00/vom_0038 VOM20001010.1800.1930
chtb_2859 vom/00/vom_0039 VOM20001010.1800.1971
chtb_2860 vom/00/vom_0040 VOM20001010.1800.2022
chtb_2861 vom/00/vom_0041 VOM20001012.1800.0416
chtb_2862 vom/00/vom_0042 VOM20001012.1800.0816
chtb_2863 vom/00/vom_0043 VOM20001012.1800.0940
chtb_2864 vom/00/vom_0044 VOM20001012.1800.2018
chtb_2865 vom/00/vom_0045 VOM20001012.1800.2064
chtb_2866 vom/00/vom_0046 VOM20001012.1800.2136
chtb_2867 vom/00/vom_0047 VOM20001013.1800.0200
chtb_2868 vom/00/vom_0048 VOM20001013.1800.0247
chtb_2869 vom/00/vom_0049 VOM20001013.1800.0287
chtb_2870 vom/00/vom_0050 VOM20001013.1800.0379
chtb_2871 vom/00/vom_0051 VOM20001013.1800.0411
chtb_2872 vom/00/vom_0052 VOM20001013.1800.1113
chtb_2873 vom/00/vom_0053 VOM20001013.1800.1217
chtb_2874 vom/00/vom_0054 VOM20001013.1800.1982
chtb_2875 vom/00/vom_0055 VOM20001013.1800.2030
chtb_2876 vom/00/vom_0056 VOM20001014.1800.0181
chtb_2877 vom/00/vom_0057 VOM20001014.1800.0337
chtb_2878 vom/00/vom_0058 VOM20001014.1800.0426
chtb_2879 vom/00/vom_0059 VOM20001014.1800.0628
chtb_2880 vom/00/vom_0060 VOM20001014.1800.1109
chtb_2881 vom/00/vom_0061 VOM20001014.1800.2130
chtb_2882 vom/00/vom_0062 VOM20001014.1800.2390
chtb_2883 vom/00/vom_0063 VOM20001016.1800.0121
chtb_2884 vom/00/vom_0064 VOM20001016.1800.0391
chtb_2885 vom/00/vom_0065 VOM20001016.1800.1128
chtb_2886 vom/00/vom_0066 VOM20001016.1800.1466
chtb_2887 vom/00/vom_0067 VOM20001016.1800.1883
chtb_2888 vom/00/vom_0068 VOM20001016.1800.2852
chtb_2889 vom/00/vom_0069 VOM20001018.1800.0119
chtb_2890 vom/00/vom_0070 VOM20001018.1800.0285
chtb_2891 vom/00/vom_0071 VOM20001018.1800.0356
chtb_2892 vom/00/vom_0072 VOM20001018.1800.0430
chtb_2893 vom/00/vom_0073 VOM20001018.1800.1306
chtb_2894 vom/00/vom_0074 VOM20001018.1800.2923
chtb_2895 vom/00/vom_0075 VOM20001020.1800.0105
chtb_2896 vom/00/vom_0076 VOM20001020.1800.0144
chtb_2897 vom/00/vom_0077 VOM20001020.1800.0210
chtb_2898 vom/00/vom_0078 VOM20001020.1800.1740
chtb_2899 vom/00/vom_0079 VOM20001020.1800.1775
chtb_2900 vom/00/vom_0080 VOM20001020.1800.2010
chtb_2901 vom/00/vom_0081 VOM20001020.1800.2981
chtb_2902 vom/00/vom_0082 VOM20001021.1800.0265
chtb_2903 vom/00/vom_0083 VOM20001021.1800.1038
chtb_2904 vom/00/vom_0084 VOM20001021.1800.1144
chtb_2905 vom/00/vom_0085 VOM20001021.1800.1958
chtb_2906 vom/00/vom_0086 VOM20001021.1800.2120
chtb_2907 vom/00/vom_0087 VOM20001022.1800.0231
chtb_2908 vom/00/vom_0088 VOM20001022.1800.0366
chtb_2909 vom/00/vom_0089 VOM20001022.1800.1220
chtb_2910 vom/00/vom_0090 VOM20001022.1800.1467
chtb_2911 vom/00/vom_0091 VOM20001022.1800.1617
chtb_2912 vom/00/vom_0092 VOM20001022.1800.2158
chtb_2913 vom/00/vom_0093 VOM20001022.1800.2200
chtb_2914 vom/00/vom_0094 VOM20001022.1800.2493
chtb_2915 vom/00/vom_0095 VOM20001022.1800.2938
chtb_2916 vom/00/vom_0096 VOM20001022.1800.3315
chtb_2917 vom/00/vom_0097 VOM20001024.1800.0239
chtb_2918 vom/00/vom_0098 VOM20001024.1800.0289
chtb_2919 vom/00/vom_0099 VOM20001024.1800.1071
chtb_2920 vom/01/vom_0100 VOM20001024.1800.1241
chtb_2921 vom/01/vom_0101 VOM20001024.1800.1850
chtb_2922 vom/01/vom_0102 VOM20001024.1800.2163
chtb_2923 vom/01/vom_0103 VOM20001024.1800.2621
chtb_2924 vom/01/vom_0104 VOM20001024.1800.2758
chtb_2925 vom/01/vom_0105 VOM20001026.1800.0175
chtb_2926 vom/01/vom_0106 VOM20001026.1800.0795
chtb_2927 vom/01/vom_0107 VOM20001026.1800.2276
chtb_2928 vom/01/vom_0108 VOM20001027.1800.0151
chtb_2929 vom/01/vom_0109 VOM20001027.1800.0230
chtb_2930 vom/01/vom_0110 VOM20001027.1800.0269
chtb_2931 vom/01/vom_0111 VOM20001027.1800.0327
chtb_2932 vom/01/vom_0112 VOM20001027.1800.1666
chtb_2933 vom/01/vom_0113 VOM20001027.1800.1882
chtb_2934 vom/01/vom_0114 VOM20001027.1800.1912
chtb_2935 vom/01/vom_0115 VOM20001027.1800.1957
chtb_2936 vom/01/vom_0116 VOM20001027.1800.1984
chtb_2937 vom/01/vom_0117 VOM20001027.1800.2019
chtb_2938 vom/01/vom_0118 VOM20001027.1800.2136
chtb_2939 vom/01/vom_0119 VOM20001027.1800.3246
chtb_2940 vom/01/vom_0120 VOM20001028.1800.0152
chtb_2941 vom/01/vom_0121 VOM20001028.1800.0282
chtb_2942 vom/01/vom_0122 VOM20001028.1800.0364
chtb_2943 vom/01/vom_0123 VOM20001028.1800.0617
chtb_2944 vom/01/vom_0124 VOM20001028.1800.0762
chtb_2945 vom/01/vom_0125 VOM20001028.1800.1914
chtb_2946 vom/01/vom_0126 VOM20001028.1800.1997
chtb_2947 vom/01/vom_0127 VOM20001028.1800.2080
chtb_2948 vom/01/vom_0128 VOM20001028.1800.3128
chtb_2949 vom/01/vom_0129 VOM20001114.0700.0096
chtb_2950 vom/01/vom_0130 VOM20001114.0700.0245
chtb_2951 vom/01/vom_0131 VOM20001114.0700.0302
chtb_2952 vom/01/vom_0132 VOM20001114.0700.1897
chtb_2953 vom/01/vom_0133 VOM20001114.0700.2372
chtb_2954 vom/01/vom_0134 VOM20001115.0700.0068
chtb_2955 vom/01/vom_0135 VOM20001115.0700.0140
chtb_2956 vom/01/vom_0136 VOM20001115.0700.1089
chtb_2957 vom/01/vom_0137 VOM20001115.0700.1981
chtb_2958 vom/01/vom_0138 VOM20001115.0700.2995
chtb_2959 vom/01/vom_0139 VOM20001116.0700.0118
chtb_2960 vom/01/vom_0140 VOM20001116.0700.2724
chtb_2961 vom/01/vom_0141 VOM20001118.0700.0169
chtb_2962 vom/01/vom_0142 VOM20001118.0700.0219
chtb_2963 vom/01/vom_0143 VOM20001118.0700.1171
chtb_2964 vom/01/vom_0144 VOM20001118.0700.1605
chtb_2965 vom/01/vom_0145 VOM20001118.0700.1897
chtb_2966 vom/01/vom_0146 VOM20001120.0700.0179
chtb_2967 vom/01/vom_0147 VOM20001120.0700.1862
chtb_2968 vom/01/vom_0148 VOM20001122.0700.0351
chtb_2969 vom/01/vom_0149 VOM20001122.0700.2784
chtb_2970 vom/01/vom_0150 VOM20001123.0700.0197
chtb_2971 vom/01/vom_0151 VOM20001123.0700.0261
chtb_2972 vom/01/vom_0152 VOM20001123.0700.0578
chtb_2973 vom/01/vom_0153 VOM20001123.0700.0882
chtb_2974 vom/01/vom_0154 VOM20001123.0700.2073
chtb_2975 vom/01/vom_0155 VOM20001124.0700.0099
chtb_2976 vom/01/vom_0156 VOM20001124.0700.0242
chtb_2977 vom/01/vom_0157 VOM20001124.0700.0309
chtb_2978 vom/01/vom_0158 VOM20001124.0700.2037
chtb_2979 vom/01/vom_0159 VOM20001124.0700.2168
chtb_2980 vom/01/vom_0160 VOM20001126.0700.0157
chtb_2981 vom/01/vom_0161 VOM20001126.0700.0685
chtb_2982 vom/01/vom_0162 VOM20001126.0700.2447
chtb_2983 vom/01/vom_0163 VOM20001128.0700.0172
chtb_2984 vom/01/vom_0164 VOM20001128.0700.0266
chtb_2985 vom/01/vom_0165 VOM20001128.0700.0319
chtb_2986 vom/01/vom_0166 VOM20001128.0700.1018
chtb_2987 vom/01/vom_0167 VOM20001128.0700.1227
chtb_2988 vom/01/vom_0168 VOM20001129.0700.0220
chtb_2989 vom/01/vom_0169 VOM20001129.0700.0275
chtb_2990 vom/01/vom_0170 VOM20001129.0700.0331
chtb_2991 vom/01/vom_0171 VOM20001129.0700.0363
chtb_2992 vom/01/vom_0172 VOM20001129.0700.0595
chtb_2993 vom/01/vom_0173 VOM20001129.0700.0798
chtb_2994 vom/01/vom_0174 VOM20001129.0700.1526
chtb_2995 vom/01/vom_0175 VOM20001129.0700.1645
chtb_2996 vom/01/vom_0176 VOM20001129.0700.2150
chtb_2997 vom/01/vom_0177 VOM20001129.0700.2200
chtb_2998 vom/01/vom_0178 VOM20001129.0700.2829
chtb_2999 vom/01/vom_0179 VOM20001129.0700.2999
chtb_3000 vom/01/vom_0180 VOM20001130.0700.0174
chtb_3001 vom/01/vom_0181 VOM20001130.0700.0210
chtb_3002 vom/01/vom_0182 VOM20001130.0700.0251
chtb_3003 vom/01/vom_0183 VOM20001130.0700.0296
chtb_3004 vom/01/vom_0184 VOM20001130.0700.1248
chtb_3005 vom/01/vom_0185 VOM20001130.0700.2824
chtb_3006 vom/01/vom_0186 VOM20001202.0700.0061
chtb_3007 vom/01/vom_0187 VOM20001202.0700.0222
chtb_3008 vom/01/vom_0188 VOM20001202.0700.0308
chtb_3009 vom/01/vom_0189 VOM20001202.0700.0344
chtb_3010 vom/01/vom_0190 VOM20001204.0700.0613
chtb_3011 vom/01/vom_0191 VOM20001204.0700.1505
chtb_3012 vom/01/vom_0192 VOM20001204.0700.1803
chtb_3013 vom/01/vom_0193 VOM20001204.0700.2094
chtb_3014 vom/01/vom_0194 VOM20001206.0700.0144
chtb_3015 vom/01/vom_0195 VOM20001206.0700.0186
chtb_3016 vom/01/vom_0196 VOM20001206.0700.0322
chtb_3017 vom/01/vom_0197 VOM20001206.0700.0350
chtb_3018 vom/01/vom_0198 VOM20001207.0700.0129
chtb_3019 vom/01/vom_0199 VOM20001207.0700.1963
chtb_3020 vom/02/vom_0200 VOM20001208.0700.0139
chtb_3021 vom/02/vom_0201 VOM20001208.0700.0194
chtb_3022 vom/02/vom_0202 VOM20001208.0700.0290
chtb_3023 vom/02/vom_0203 VOM20001208.0700.2138
chtb_3024 vom/02/vom_0204 VOM20001210.0700.0139
chtb_3025 vom/02/vom_0205 VOM20001210.0700.0257
chtb_3026 vom/02/vom_0206 VOM20001210.0700.0304
chtb_3027 vom/02/vom_0207 VOM20001210.0700.0392
chtb_3028 vom/02/vom_0208 VOM20001210.0700.0657
chtb_3029 vom/02/vom_0209 VOM20001210.0700.0921
chtb_3030 vom/02/vom_0210 VOM20001210.0700.2071
chtb_3031 vom/02/vom_0211 VOM20001212.0700.0187
chtb_3032 vom/02/vom_0212 VOM20001212.0700.0330
chtb_3033 vom/02/vom_0213 VOM20001212.0700.1365
chtb_3034 vom/02/vom_0214 VOM20001212.0700.1913
chtb_3035 vom/02/vom_0215 VOM20001212.0700.2070
chtb_3036 vom/02/vom_0216 VOM20001212.0700.2119
chtb_3037 vom/02/vom_0217 VOM20001214.0700.0220
chtb_3038 vom/02/vom_0218 VOM20001214.0700.0260
chtb_3039 vom/02/vom_0219 VOM20001214.0700.0352
chtb_3040 vom/02/vom_0220 VOM20001214.0700.1188
chtb_3041 vom/02/vom_0221 VOM20001214.0700.1922
chtb_3042 vom/02/vom_0222 VOM20001214.0700.2179
chtb_3043 vom/02/vom_0223 VOM20001215.0700.0147
chtb_3044 vom/02/vom_0224 VOM20001215.0700.0200
chtb_3045 vom/02/vom_0225 VOM20001215.0700.2000
chtb_3046 vom/02/vom_0226 VOM20001216.0700.0211
chtb_3047 vom/02/vom_0227 VOM20001216.0700.0543
chtb_3048 vom/02/vom_0228 VOM20001216.0700.1886
chtb_3049 vom/02/vom_0229 VOM20001218.0700.0120
chtb_3050 vom/02/vom_0230 VOM20001218.0700.0303
chtb_3051 vom/02/vom_0231 VOM20001218.0700.0373
chtb_3052 vom/02/vom_0232 VOM20001218.0700.2592
chtb_3053 vom/02/vom_0233 VOM20001220.0700.0158
chtb_3054 vom/02/vom_0234 VOM20001220.0700.0231
chtb_3055 vom/02/vom_0235 VOM20001220.0700.0710
chtb_3056 vom/02/vom_0236 VOM20001220.0700.0939
chtb_3057 vom/02/vom_0237 VOM20001221.0700.0217
chtb_3058 vom/02/vom_0238 VOM20001221.0700.0277
chtb_3059 vom/02/vom_0239 VOM20001221.0700.0643
chtb_3060 vom/02/vom_0240 VOM20001221.0700.0716
chtb_3061 vom/02/vom_0241 VOM20001221.0700.1980
chtb_3062 vom/02/vom_0242 VOM20001222.0700.0160
chtb_3063 vom/02/vom_0243 VOM20001222.0700.0347
chtb_3064 vom/02/vom_0244 VOM20001222.0700.0416
chtb_3065 vom/02/vom_0245 VOM20001222.0700.1974
chtb_3066 vom/02/vom_0246 VOM20001222.0700.2648
chtb_3067 vom/02/vom_0247 VOM20001223.0700.0136
chtb_3068 vom/02/vom_0248 VOM20001223.0700.0173
chtb_3069 vom/02/vom_0249 VOM20001223.0700.0222
chtb_3070 vom/02/vom_0250 VOM20001223.0700.0269
chtb_3071 vom/02/vom_0251 VOM20001223.0700.0342
chtb_3072 vom/02/vom_0252 VOM20001223.0700.0383
chtb_3073 vom/02/vom_0253 VOM20001230.0700.0044
chtb_3074 vom/02/vom_0254 VOM20001230.0700.0185
chtb_3075 vom/02/vom_0255 VOM20001230.0700.0298
chtb_3076 vom/02/vom_0256 VOM20001230.0700.0379
chtb_3077 vom/02/vom_0257 VOM20001230.0700.0572
chtb_3078 vom/02/vom_0258 VOM20001230.0700.0828
chtb_3079 vom/02/vom_0259 VOM20001230.0700.0983
! chtb_3080 vom/02/vom_0260 VOM20001230.0700.1093
! chtb_3081 vom/02/vom_0261 VOM20001230.0700.1666
! chtb_3082 vom/02/vom_0262 VOM20001231.0700.0015
! chtb_3083 vom/02/vom_0263 VOM20001231.0700.0229
! chtb_3084 vom/02/vom_0264 VOM20001231.0700.0328
! chtb_3085 vom/02/vom_0265 VOM20001231.0700.0839
! chtb_3086 vom/02/vom_0266 VOM20001231.0700.1465
! chtb_3087 vom/02/vom_0267 VOM20010106.0700.0611
! chtb_3088 vom/02/vom_0268 VOM20010107.0700.1148
! chtb_3089 vom/02/vom_0269 VOM20010108.0700.0216
! chtb_3090 vom/02/vom_0270 VOM20010108.0700.0294
! chtb_3091 vom/02/vom_0271 VOM20010108.0700.1728
! chtb_3092 vom/02/vom_0272 VOM20010108.0700.2022
! chtb_3093 vom/02/vom_0273 VOM20010110.0700.0258
! chtb_3094 vom/02/vom_0274 VOM20010110.0700.1619
! chtb_3095 vom/02/vom_0275 VOM20010110.0700.1804
! chtb_3096 vom/02/vom_0276 VOM20010110.0700.1847
! chtb_3097 vom/02/vom_0277 VOM20010110.0700.1912
! chtb_3098 vom/02/vom_0278 VOM20010112.0700.0092
! chtb_3099 vom/02/vom_0279 VOM20010112.0700.0154
! chtb_3100 vom/02/vom_0280 VOM20010112.0700.1156
! chtb_3101 vom/02/vom_0281 VOM20010113.0700.2023
! chtb_3102 vom/02/vom_0282 VOM20010114.0700.0084
! chtb_3103 vom/02/vom_0283 VOM20010114.0700.0205
! chtb_3104 vom/02/vom_0284 VOM20010116.0700.0157
! chtb_3105 vom/02/vom_0285 VOM20010116.0700.0205
! chtb_3106 vom/02/vom_0286 VOM20010116.0700.0282
! chtb_3107 vom/02/vom_0287 VOM20010116.0700.1542
! chtb_3108 vom/02/vom_0288 VOM20010116.0700.1912
! chtb_3109 vom/02/vom_0289 VOM20010119.0700.0098
* chtb_3110 vom/02/vom_0290 VOM20010119.0700.0271
* chtb_3111 vom/02/vom_0291 VOM20010119.0700.0885
* chtb_3112 vom/02/vom_0292 VOM20010119.0700.0976
* chtb_3113 vom/02/vom_0293 VOM20010119.0700.1692
* chtb_3114 vom/02/vom_0294 VOM20010120.0700.0185
* chtb_3115 vom/02/vom_0295 VOM20010120.0700.0240
* chtb_3116 vom/02/vom_0296 VOM20010122.0700.0234
* chtb_3117 vom/02/vom_0297 VOM20010122.0700.0278
* chtb_3118 vom/02/vom_0298 VOM20010122.0700.0341
* chtb_3119 vom/02/vom_0299 VOM20010122.0700.0670
* chtb_3120 vom/03/vom_0300 VOM20010122.0700.1150
* chtb_3121 vom/03/vom_0301 VOM20010122.0700.1347
* chtb_3122 vom/03/vom_0302 VOM20010122.0700.1474
* chtb_3123 vom/03/vom_0303 VOM20010122.0700.2378
* chtb_3124 vom/03/vom_0304 VOM20010124.0700.0153
* chtb_3125 vom/03/vom_0305 VOM20010124.0700.0358
* chtb_3126 vom/03/vom_0306 VOM20010124.0700.0677
* chtb_3127 vom/03/vom_0307 VOM20010124.0700.0797
* chtb_3128 vom/03/vom_0308 VOM20010124.0700.1913
* chtb_3129 vom/03/vom_0309 VOM20010124.0700.2356
* chtb_3130 vom/03/vom_0310 VOM20010125.0700.0134
* chtb_3131 vom/03/vom_0311 VOM20010125.0700.1446
* chtb_3132 vom/03/vom_0312 VOM20010126.0700.0212
* chtb_3133 vom/03/vom_0313 VOM20010126.0700.0308
* chtb_3134 vom/03/vom_0314 VOM20010126.0700.0358
* chtb_3135 vom/03/vom_0315 VOM20010126.0700.2196
* chtb_3136 vom/03/vom_0316 VOM20010126.0700.2590
* chtb_3137 vom/03/vom_0317 VOM20010128.0700.0560
* chtb_3138 vom/03/vom_0318 VOM20010128.0700.0937
* chtb_3139 vom/03/vom_0319 VOM20010128.0700.2399
* chtb_3140 vom/03/vom_0320 VOM20010130.0700.0184
* chtb_3141 vom/03/vom_0321 VOM20010130.0700.0318
* chtb_3142 vom/03/vom_0322 VOM20010130.0700.0881
* chtb_3143 vom/03/vom_0323 VOM20010130.0700.1165
* chtb_3144 vom/03/vom_0324 VOM20010131.0700.0075
* chtb_3145 vom/03/vom_0325 VOM20010131.0700.1965
chtb_4000 p2.5_cmn/00/p2.5_cmn_0001 AFP_CMN_20061127.0007-S1
chtb_4001 p2.5_cmn/00/p2.5_cmn_0002 AFP_CMN_20061128.0042-S1
chtb_4002 p2.5_cmn/00/p2.5_cmn_0003 AFP_CMN_20061129.0008-S1
chtb_4003 p2.5_cmn/00/p2.5_cmn_0004 AFP_CMN_20061129.0028-S1
chtb_4004 p2.5_cmn/00/p2.5_cmn_0005 AFP_CMN_20061211.0009-S1
chtb_4005 p2.5_cmn/00/p2.5_cmn_0006 AFP_CMN_20061211.0037-S2
chtb_4006 p2.5_cmn/00/p2.5_cmn_0007 CNS_CMN_20061123.0049-S1
chtb_4007 p2.5_cmn/00/p2.5_cmn_0008 CNS_CMN_20061128.0350-S1
chtb_4008 p2.5_cmn/00/p2.5_cmn_0009 CNS_CMN_20061128.1278-S1
chtb_4009 p2.5_cmn/00/p2.5_cmn_0010 CNS_CMN_20061129.0075-S2
chtb_4010 p2.5_cmn/00/p2.5_cmn_0011 CNS_CMN_20061204.0477-S1
chtb_4011 p2.5_cmn/00/p2.5_cmn_0012 CNS_CMN_20061207.0301-S1
chtb_4012 p2.5_cmn/00/p2.5_cmn_0013 CNS_CMN_20061211.0008-S1
chtb_4013 p2.5_cmn/00/p2.5_cmn_0014 CNS_CMN_20061211.0166-S1
chtb_4014 p2.5_cmn/00/p2.5_cmn_0015 CNS_CMN_20061211.0507-S1
chtb_4015 p2.5_cmn/00/p2.5_cmn_0016 CNS_CMN_20061213.1515-S1
chtb_4016 p2.5_cmn/00/p2.5_cmn_0017 CNS_CMN_20061214.0033-S1
chtb_4017 p2.5_cmn/00/p2.5_cmn_0018 CNS_CMN_20061214.1519-S1
chtb_4018 p2.5_cmn/00/p2.5_cmn_0019 CNS_CMN_20061215.0033-S1
chtb_4019 p2.5_cmn/00/p2.5_cmn_0020 CNS_CMN_20061215.0527-S1
chtb_4020 p2.5_cmn/00/p2.5_cmn_0021 CNS_CMN_20061216.0233-S1
chtb_4021 p2.5_cmn/00/p2.5_cmn_0022 CNS_CMN_20061216.0241-S1
chtb_4022 p2.5_cmn/00/p2.5_cmn_0023 CNS_CMN_20061218.0035-S1
chtb_4023 p2.5_cmn/00/p2.5_cmn_0024 CNS_CMN_20061219.0047-S1
chtb_4024 p2.5_cmn/00/p2.5_cmn_0026 CNS_CMN_20061222.0137-S1
chtb_4025 p2.5_cmn/00/p2.5_cmn_0029 GMW_CMN_20061128.0024-S1
chtb_4026 p2.5_cmn/00/p2.5_cmn_0034 GMW_CMN_20061215.0015-S1
chtb_4027 p2.5_cmn/00/p2.5_cmn_0046 PDA_CMN_20061212.0031-S1
chtb_4028 p2.5_cmn/00/p2.5_cmn_0063 XIN_CMN_20061122.0188-S1
chtb_4029 p2.5_cmn/00/p2.5_cmn_0064 XIN_CMN_20061124.0139-S1
chtb_4030 p2.5_cmn/00/p2.5_cmn_0065 XIN_CMN_20061124.0144-S1
chtb_4031 p2.5_cmn/00/p2.5_cmn_0066 XIN_CMN_20061125.0023-S1
chtb_4032 p2.5_cmn/00/p2.5_cmn_0067 XIN_CMN_20061125.0161-S1
chtb_4033 p2.5_cmn/00/p2.5_cmn_0068 XIN_CMN_20061126.0133-S1
chtb_4034 p2.5_cmn/00/p2.5_cmn_0069 XIN_CMN_20061127.0018-S1
